name,surname,email,birthYear,birthMonth,birthDay,group,rating,phone
Петро,Шевченко,petro.shevchenko7@student.org,1975,12,18,VMG-17,36,950001,38(097)39-61-367
Федір,Петренко,fedir.petrenko9@student.org,1961,12,18,NHJ-35,83,940002,38(066)15-23-474
Станіслав,Левченко,stanislav.levchenko18@student.org,1990,12,18,ZAC-25,53,180000,38(098)81-23-512
Дмитро,Дорошенко,dmytro.doroshenko8@student.org,1955,12,18,KCY-24,81,430000,38(096)80-91-507
Раїса,Ковальчук,rayisa.kovalchuk9@student.org,1956,12,18,GKV-72,25,219999,38(096)75-89-617
Костянтин,Цимбал,kostyantyn.tsymbal8@student.org,1966,12,18,ECQ-51,19,330000,38(066)93-75-451
Любов,Іваненко,lyubov.ivanenko8@student.org,1964,12,18,AYK-48,98,239998,38(097)43-17-771
Галина,Ткаченко,halyna.tkachenko12@student.org,1972,12,18,OOG-40,5,450000,38(050)78-59-844
Василь,Бойко,vasyl.boyko9@student.org,2005,12,18,VUI-70,74,029999,38(073)76-53-937
Костянтин,Шаповал,kostyantyn.shapoval10@student.org,1963,12,18,FXY-27,27,900000,38(099)99-13-530
Павло,Панченко,pavlo.panchenko8@student.org,1968,12,18,ULH-61,38,020000,38(099)81-43-493
Григорій,Павленко,hryhoriy.pavlenko7@student.org,1964,12,18,KKO-55,27,139999,38(099)20-79-738
Максим,Петренко,maksym.petrenko15@student.org,1955,12,18,JXA-39,31,219999,38(050)33-70-767
Ігор,Білоус,ihor.bilous6@student.org,1957,12,18,IOW-35,96,639999,38(096)26-89-373
Ірина,Кравченко,iryna.kravchenko10@student.org,1979,12,18,QMZ-96,93,190002,38(097)58-78-448
Олена,Коваленко,olena.kovalenko9@student.org,1986,12,18,UER-90,6,580000,38(067)43-82-361
Юрій,Коваль,yuriy.koval5@student.org,2000,12,18,PDS-94,62,540001,38(099)87-33-291
Василь,Козлов,vasyl.kozlov9@student.org,1979,12,18,HMU-74,60,189999,38(067)13-82-680
Анна,Зайцев,anna.zaytsev13@student.org,1959,12,18,QPD-81,89,669998,38(093)99-77-664
Ігор,Демченко,ihor.demchenko7@student.org,1956,12,18,JQQ-18,93,849998,38(097)38-87-452
Станіслав,Іваненко,stanislav.ivanenko11@student.org,1967,12,18,GFN-99,85,000000,38(068)96-74-892
Надія,Бойко,nadiya.boyko5@student.org,2006,12,18,OVF-62,36,730000,38(097)86-34-474
Лілія,Марченко,liliya.marchenko13@student.org,1977,12,18,UKG-23,96,820000,38(067)38-51-441
Андрій,Макаренко,andriy.makarenko3@student.org,1969,12,18,HUN-85,17,250000,38(096)25-87-793
Юрій,Левченко,yuriy.levchenko11@student.org,1966,12,18,ITA-23,78,120003,38(098)23-26-300
Петро,Гончаренко,petro.honcharenko3@student.org,2003,12,18,VOU-96,75,089996,38(098)60-68-414
Світлана,Лисенко,svitlana.lysenko11@student.org,1951,12,18,QJY-99,31,240000,38(066)37-87-170
Віталій,Никоненко,vitaliy.nykonenko10@student.org,2010,12,18,XOX-32,9,930000,38(096)80-55-572
Тарас,Гончаренко,taras.honcharenko5@student.org,1964,12,18,CSZ-46,89,610001,38(063)25-68-561
Раїса,Савченко,rayisa.savchenko10@student.org,1965,12,18,ETM-58,27,250000,38(073)45-75-203
Олександр,Панченко,oleksandr.panchenko18@student.org,1970,12,18,JRA-33,7,730000,38(099)24-33-516
Наталія,Лебедь,nataliya.lebed11@student.org,1978,12,18,YCJ-73,76,489998,38(068)37-42-854
Валентина,Король,valentyna.korol14@student.org,2009,12,18,FSM-99,66,709999,38(097)33-48-783
Любов,Омельченко,lyubov.omelchenko15@student.org,1980,12,18,SDU-90,63,410000,38(063)40-42-886
Валентина,Стельмах,valentyna.stelmakh15@student.org,2001,12,18,KRY-25,78,820000,38(095)82-29-934
Вікторія,Кравченко,viktoriya.kravchenko15@student.org,1980,12,18,ICP-18,3,360000,38(096)32-28-534
Оксана,Цимбал,oksana.tsymbal16@student.org,2000,12,18,FNW-40,56,509998,38(073)89-88-273
Володимир,Лисенко,volodymyr.lysenko11@student.org,1975,12,18,IJJ-53,91,430000,38(099)41-27-894
Любов,Шевченко,lyubov.shevchenko14@student.org,1957,12,18,DMI-43,53,570000,38(093)61-52-295
Остап,Іваненко,ostap.ivanenko9@student.org,1987,12,18,UYT-69,7,120000,38(050)19-95-314
Артем,Василенко,artem.vasylenko18@student.org,1962,12,18,QYQ-76,52,230000,38(066)79-20-250
Андрій,Бойко,andriy.boyko17@student.org,1953,12,18,RDP-91,5,810000,38(099)42-34-296
Лариса,Цимбал,larysa.tsymbal16@student.org,1992,12,18,VFQ-11,74,709999,38(073)42-47-118
Інна,Кузьменко,inna.kuzmenko7@student.org,1991,12,18,KQQ-43,1,720000,38(068)73-94-553
Надія,Литвин,nadiya.lytvyn15@student.org,1952,12,18,ELP-11,65,580002,38(063)25-34-276
Остап,Руденко,ostap.rudenko20@student.org,1988,12,18,MDB-13,67,250000,38(066)47-19-252
Марія,Цимбал,mariya.tsymbal11@student.org,1951,12,18,ZUK-89,43,419998,38(095)69-43-622
Наталія,Гриценко,nataliya.hrytsenko12@student.org,1957,12,18,VPJ-53,95,449997,38(067)73-88-206
Віталій,Михайленко,vitaliy.mykhaylenko13@student.org,1976,12,18,SXY-10,5,710000,38(098)76-94-132
Наталія,Демченко,nataliya.demchenko25@student.org,1986,12,18,YLO-95,26,110001,38(099)59-16-817
Надія,Василенко,nadiya.vasylenko14@student.org,1952,12,18,JXN-27,10,680000,38(068)65-88-244
Оксана,Дорошенко,oksana.doroshenko12@student.org,1951,12,18,UEG-86,63,490002,38(096)93-56-788
Вікторія,Гриценко,viktoriya.hrytsenko10@student.org,1985,12,18,QMD-35,78,320000,38(098)76-79-468
Раїса,Демченко,rayisa.demchenko27@student.org,1991,12,18,DSH-97,60,259998,38(099)92-65-530
Дмитро,Шаповал,dmytro.shapoval11@student.org,1991,12,18,ROQ-49,45,090000,38(099)12-41-273
Любов,Лебедь,lyubov.lebed20@student.org,1956,12,18,HLR-46,18,379999,38(098)75-12-362
Олеся,Василенко,olesya.vasylenko15@student.org,2008,12,18,MZD-38,20,030001,38(095)80-55-393
Григорій,Гончаренко,hryhoriy.honcharenko13@student.org,1972,12,18,YEV-40,21,240000,38(096)30-20-898
Роман,Гриценко,roman.hrytsenko40@student.org,1972,12,18,GIR-20,59,880001,38(098)16-17-670
Ярослав,Гайдук,yaroslav.hayduk20@student.org,2007,12,18,KZP-41,87,629997,38(068)20-60-905
Алла,Дорошенко,alla.doroshenko13@student.org,1993,12,18,ZGH-40,19,760000,38(050)48-36-135
Тарас,Гриценко,taras.hrytsenko19@student.org,2008,12,18,ONO-63,2,650000,38(068)54-59-902
Артем,Левченко,artem.levchenko17@student.org,2007,12,18,DSA-40,60,650002,38(063)73-51-631
Олена,Гайдук,olena.hayduk15@student.org,1967,12,18,KWT-98,2,880000,38(097)18-78-896
Сергій,Кузьменко,serhiy.kuzmenko17@student.org,1963,12,18,HEG-68,22,350000,38(097)73-44-937
Роман,Дорошенко,roman.doroshenko35@student.org,1958,12,18,LTZ-81,49,189999,38(093)29-19-999
Григорій,Костенко,hryhoriy.kostenko13@student.org,1951,12,18,VBF-61,0,010000,38(050)18-50-300
Анна,Левченко,anna.levchenko17@student.org,1985,12,18,MYZ-67,91,629997,38(099)44-15-506
Любов,Стельмах,lyubov.stelmakh17@student.org,1963,12,18,GPT-86,91,330002,38(050)63-39-160
Ярослав,Іваненко,yaroslav.ivanenko13@student.org,1978,12,18,OFJ-99,10,590000,38(097)48-45-905
Ірина,Гриценко,iryna.hrytsenko18@student.org,1982,12,18,XXR-45,32,419998,38(095)32-26-911
Федір,Демченко,fedir.demchenko22@student.org,1978,12,18,CXX-85,14,660000,38(095)19-97-334
Анна,Гайдук,anna.hayduk16@student.org,1987,12,18,MLI-89,95,800003,38(097)52-73-839
Олена,Костенко,olena.kostenko11@student.org,1969,12,18,QQM-96,51,430000,38(095)49-18-297
Оксана,Коваленко,oksana.kovalenko21@student.org,2004,12,18,DMI-43,61,169998,38(050)60-44-211
Дмитро,Гордієнко,dmytro.hordiyenko15@student.org,1958,12,18,AAN-69,71,419998,38(050)87-17-952
Вікторія,Романенко,viktoriya.romanenko15@student.org,1961,12,18,CYP-39,55,480000,38(098)93-87-405
Остап,Костенко,ostap.kostenko21@student.org,1968,12,18,DPD-77,30,450001,38(050)48-29-282
Євгенія,Авраменко,yevheniya.avramenko18@student.org,1972,12,18,AEG-31,14,600000,38(097)23-38-559
Любов,Скрипка,lyubov.skrypka16@student.org,1984,12,18,NDH-84,4,800000,38(073)21-48-352
Максим,Руденко,maksym.rudenko23@student.org,1990,12,18,FMV-89,57,009998,38(098)66-67-149
Богдан,Король,bohdan.korol15@student.org,1970,12,18,ZRB-31,10,390000,38(073)37-71-932
Іван,Мельник,ivan.melnyk22@student.org,1955,12,18,BPN-77,11,550000,38(099)28-54-694
Остап,Гордієнко,ostap.hordiyenko25@student.org,1996,12,18,AQP-93,48,160000,38(073)43-37-994
Григорій,Василенко,hryhoriy.vasylenko15@student.org,2009,12,18,IAU-55,89,660004,38(096)40-39-294
Сергій,Король,serhiy.korol20@student.org,1984,12,18,MRB-11,45,160000,38(050)31-58-285
Юрій,Петренко,yuriy.petrenko21@student.org,1977,12,18,KPI-76,31,980000,38(068)46-41-475
Юлія,Козлов,yuliya.kozlov22@student.org,2009,12,18,YIA-43,98,559998,38(098)72-77-230
Оксана,Савченко,oksana.savchenko23@student.org,1962,12,18,WRG-41,94,930000,38(066)88-49-210
Богдан,Романенко,bohdan.romanenko18@student.org,1952,12,18,XJN-17,98,220001,38(066)97-27-732
Віктор,Василенко,viktor.vasylenko18@student.org,1970,12,18,ZNU-80,40,529999,38(068)91-16-810
Вера,Михайленко,vera.mykhaylenko12@student.org,1954,12,18,OUX-85,75,949997,38(063)45-21-719
Наталія,Захарченко,nataliya.zakharchenko19@student.org,1950,12,18,RBQ-29,29,350000,38(095)74-50-821
Артем,Кузьменко,artem.kuzmenko28@student.org,1996,12,18,QHV-31,3,080000,38(097)49-96-800
Ганна,Поліщук,hanna.polishchuk21@student.org,1984,12,18,ZEI-90,62,849998,38(050)78-57-642
Петро,Лисенко,petro.lysenko26@student.org,1989,12,18,LKP-65,82,209999,38(093)17-92-957
Тетяна,Панченко,tetyana.panchenko30@student.org,2008,12,18,PWJ-53,73,690002,38(066)75-61-725
Любов,Скрипка,lyubov.skrypka23@student.org,1996,12,18,TFA-94,94,199997,38(093)95-26-685
Петро,Василенко,petro.vasylenko34@student.org,1951,12,18,EXY-84,57,810001,38(098)91-37-460
Ігор,Захарченко,ihor.zakharchenko33@student.org,1959,12,18,NOB-60,69,639999,38(093)97-96-507
Віктор,Кравченко,viktor.kravchenko22@student.org,1958,12,18,JCU-94,16,799999,38(099)38-29-342
Ірина,Гордієнко,iryna.hordiyenko26@student.org,1982,12,18,TGX-46,47,099998,38(067)88-54-787
Юрій,Гордієнко,yuriy.hordiyenko29@student.org,1996,12,18,WMR-86,32,139999,38(068)78-43-776
Раїса,Макаренко,rayisa.makarenko29@student.org,1970,12,18,NCH-24,36,669998,38(073)58-59-598
Федір,Руденко,fedir.rudenko19@student.org,1977,12,18,SAL-91,22,420000,38(097)46-85-947
Віктор,Марченко,viktor.marchenko15@student.org,1994,12,18,VUS-33,45,439999,38(068)75-44-130
Вера,Іваненко,vera.ivanenko23@student.org,1997,12,18,MTJ-31,80,110001,38(066)78-81-204
Марія,Гордієнко,mariya.hordiyenko21@student.org,1974,12,18,LVU-20,43,310001,38(095)57-20-844
Роман,Шаповал,roman.shapoval53@student.org,1952,12,18,VRJ-77,55,490002,38(095)79-42-828
Віталій,Гладко,vitaliy.hladko28@student.org,1980,12,18,QZO-34,67,169998,38(099)85-62-370
Юлія,Демченко,yuliya.demchenko24@student.org,1975,12,18,BSV-64,12,840000,38(066)47-82-761
Михайло,Гончаренко,mykhaylo.honcharenko24@student.org,2003,12,18,BVR-72,44,369999,38(093)97-97-470
Інна,Гладко,inna.hladko20@student.org,1989,12,18,JUJ-47,90,769997,38(095)99-31-437
Федір,Омельченко,fedir.omelchenko24@student.org,2009,12,18,DBZ-92,23,600000,38(050)48-15-835
Павло,Шевчук,pavlo.shevchuk18@student.org,1980,12,18,XKB-28,80,309998,38(063)95-36-335
Максим,Поліщук,maksym.polishchuk28@student.org,1993,12,18,ETM-58,97,220001,38(095)56-97-237
Євгенія,Петренко,yevheniya.petrenko23@student.org,1979,12,18,DUU-99,78,889999,38(097)97-71-731
Петро,Король,petro.korol16@student.org,2006,12,18,PJZ-30,9,340000,38(066)11-22-891
Остап,Левченко,ostap.levchenko24@student.org,1951,12,18,EGK-32,21,340000,38(066)44-78-285
Павло,Омельченко,pavlo.omelchenko21@student.org,1968,12,18,STJ-26,20,900000,38(066)10-64-170
Петро,Шевчук,petro.shevchuk33@student.org,1978,12,18,RNW-85,94,169998,38(066)85-12-794
Лариса,Лебедь,larysa.lebed20@student.org,1962,12,18,EDJ-73,49,720001,38(050)44-43-463
Галина,Павленко,halyna.pavlenko29@student.org,1962,12,18,JQD-19,41,060001,38(095)13-30-192
Олександр,Дорошенко,oleksandr.doroshenko27@student.org,1989,12,18,RQV-53,89,980003,38(063)37-17-555
Галина,Коваленко,halyna.kovalenko25@student.org,1960,12,18,MKE-32,99,680000,38(067)70-54-227
Роман,Савченко,roman.savchenko48@student.org,1974,12,18,ISV-28,47,169998,38(073)93-69-487
Світлана,Коваленко,svitlana.kovalenko29@student.org,1979,12,18,ZYA-14,44,250000,38(099)69-47-778
Юрій,Коваленко,yuriy.kovalenko31@student.org,1986,12,18,GOO-70,55,639999,38(096)37-81-761
Роман,Савченко,roman.savchenko49@student.org,1955,12,18,MBD-43,4,090000,38(093)57-58-370
Роман,Новік,roman.novik57@student.org,1996,12,18,MLE-18,38,400002,38(066)66-93-509
Денис,Авраменко,denys.avramenko28@student.org,2004,12,18,GZB-82,38,009998,38(099)38-33-183
Валентина,Бойко,valentyna.boyko39@student.org,2010,12,18,LTJ-55,45,970001,38(093)46-63-549
Богдан,Шаповал,bohdan.shapoval24@student.org,1954,12,18,VJS-49,51,619999,38(066)27-43-760
Оксана,Поліщук,oksana.polishchuk24@student.org,2000,12,18,LGW-60,88,360001,38(066)55-91-432
Федір,Скрипка,fedir.skrypka19@student.org,1954,12,18,AQP-93,70,339996,38(066)80-98-433
Роман,Никоненко,roman.nykonenko55@student.org,1971,12,18,ISM-22,77,510002,38(067)38-59-870
Артем,Коваленко,artem.kovalenko24@student.org,1975,12,18,XON-96,66,849998,38(073)49-63-158
Віктор,Омельченко,viktor.omelchenko23@student.org,2002,12,18,DBF-17,31,270000,38(096)81-31-802
Григорій,Гончаренко,hryhoriy.honcharenko27@student.org,2004,12,18,YQO-30,12,180000,38(095)22-77-169
Ірина,Гордієнко,iryna.hordiyenko34@student.org,1956,12,18,JUN-56,14,390000,38(068)26-54-920
Віктор,Руденко,viktor.rudenko26@student.org,1982,12,18,HHY-15,73,959999,38(093)83-31-395
Людмила,Новік,lyudmyla.novik29@student.org,1975,12,18,IMZ-70,87,239998,38(063)78-34-996
Євгенія,Павленко,yevheniya.pavlenko22@student.org,2005,12,18,NGA-94,94,550003,38(093)60-90-278
Роман,Поліщук,roman.polishchuk67@student.org,2001,12,18,FYY-69,2,970000,38(095)23-75-498
Світлана,Стельмах,svitlana.stelmakh36@student.org,2008,12,18,RTU-72,23,110001,38(095)70-88-143
Любов,Гладко,lyubov.hladko32@student.org,1994,12,18,CIV-55,82,029999,38(067)89-46-384
Людмила,Гладко,lyudmyla.hladko30@student.org,2002,12,18,GDR-74,30,930000,38(093)84-64-739
Максим,Поліщук,maksym.polishchuk31@student.org,1952,12,18,XWS-61,9,170000,38(067)70-81-242
Лариса,Омельченко,larysa.omelchenko20@student.org,2009,12,18,HHL-97,76,339996,38(093)65-42-588
Володимир,Ткаченко,volodymyr.tkachenko30@student.org,2008,12,18,IXL-95,54,520000,38(068)47-50-324
Денис,Авраменко,denys.avramenko32@student.org,1978,12,18,MXM-70,5,660000,38(073)33-83-761
Володимир,Коваль,volodymyr.koval24@student.org,1966,12,18,AQP-93,94,529999,38(063)44-53-201
Петро,Никоненко,petro.nykonenko31@student.org,1999,12,18,HSL-91,6,710000,38(068)78-45-580
Анна,Гриценко,anna.hrytsenko29@student.org,1999,12,18,RHT-49,28,799999,38(097)64-41-276
Олена,Шевченко,olena.shevchenko37@student.org,1983,12,18,DZQ-44,75,070000,38(066)27-83-561
Богдан,Омельченко,bohdan.omelchenko39@student.org,2009,12,18,WSY-83,41,820000,38(096)92-64-324
Інна,Лисенко,inna.lysenko32@student.org,1989,12,18,YSH-71,41,320000,38(067)15-45-289
Остап,Макаренко,ostap.makarenko30@student.org,1975,12,18,JTH-11,25,260000,38(097)81-79-258
Наталія,Авраменко,nataliya.avramenko32@student.org,1998,12,18,BOU-17,52,240002,38(095)72-43-838
Анна,Шаповал,anna.shapoval27@student.org,1976,12,18,SAL-91,55,299999,38(063)74-56-251
Михайло,Цимбал,mykhaylo.tsymbal37@student.org,1962,12,18,NAI-51,90,209999,38(068)97-77-832
Петро,Дорошенко,petro.doroshenko32@student.org,2002,12,18,QXM-66,78,790001,38(096)24-10-907
Дмитро,Гончаренко,dmytro.honcharenko23@student.org,1981,12,18,EFF-17,18,090000,38(097)43-92-280
Іван,Захарченко,ivan.zakharchenko24@student.org,1955,12,18,HAF-75,31,260000,38(099)24-27-499
Олеся,Ковальчук,olesya.kovalchuk27@student.org,1957,12,18,DRS-37,92,459999,38(050)34-27-616
Анна,Цимбал,anna.tsymbal30@student.org,1952,12,18,DNN-30,8,760000,38(063)78-55-738
Дмитро,Поліщук,dmytro.polishchuk35@student.org,1957,12,18,SGZ-57,57,830002,38(093)34-45-163
Олександр,Дорошенко,oleksandr.doroshenko35@student.org,1957,12,18,NJT-11,26,320000,38(073)77-88-447
Ганна,Гладко,hanna.hladko40@student.org,1986,12,18,CVQ-94,69,910004,38(099)85-31-746
Марія,Лисенко,mariya.lysenko31@student.org,1991,12,18,YWM-96,15,760000,38(050)54-99-667
